source_offset,source_id,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,first_marker_offset,marker_within_initial_120k,classification_tied,script_group,prompt_chars,domains
2500,6b4c0a6cb9812f59044d4c82334d1c6115d70db515b9ba9a,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,29242,True,False,han,70198,ccgp.gov.cn;creditchina.gov.cn
2501,55e0caf7b1d74a578436c9b2cec3a80f096b3706ea292daf,unclassified/mixed,explicit_open_licence_marker,False,True,False,False,True,869,True,False,latin_or_other,33160,
2509,651345d173a9ca552ca5228741fe4d1a89971133446fc4f3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,54158,True,False,latin_or_other,55186,strangechemistrybooks.com
2514,8fcb7f0a6f4712a898bb8d10fd815d05c929a4bc9decc187,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,9790,True,False,latin_or_other,42053,adr.org;equinox.com;jamsadr.com
2516,a0a3db437c41da6f8d3f41182460d7c7a07879ba52e82771,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,69,True,False,latin_or_other,56876,ilmministries.com
2522,02e58d6788ba4b4e48825ad996c431ebbb69cbc9aec247d5,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,49887,True,False,latin_or_other,51822,storey.com
2523,ce52733efddc9152972073d0a478d19ee46841c6feff7fba,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,63108,True,False,latin_or_other,146188,humanservices.arkansas.gov
2530,532af7b13244a9c5f9912ed05ac0f56131c89d59ba5fc89f,unclassified/mixed,generic_copyright_or_bibliographic_marker,False,False,False,False,True,17499,True,False,latin_or_other,21626,renatojungano-urologo.it;toscanaurologia.it
2549,1b01b68495fc468d15bbe7525a78833b8587bc036065b667,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1263,True,False,latin_or_other,178791,
2558,746d2b2ab17f0128e546b4192d8a8d2a25f8115fc1b7d9e5,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,93467,True,False,latin_or_other,96910,capstoneyoungreaders.com
2567,ea07748cc11781b24fe26f732d19c9906d3d473e34f6d7a9,unclassified/mixed,generic_copyright_or_bibliographic_marker,False,False,False,False,True,8739,True,False,han,16429,
2575,97ab1c745e6c9b4d335a7fe6b94aa18c3b02aade4634702b,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,519,True,False,latin_or_other,159184,aceee.org;acilallen.com.au;cesmii.org;dupress.deloitte.com;energiatehokkuussopimukset2017-2025.fi;energy.gov;gob.mx;gov.uk;grandviewresearch.com;iac.university;iea.org;isotc.iso.org;leonardo-energy.pl;navigantresearch.com;oecd.org
2603,3896c9282545f9de1f60b8f2068500645bc1f01fc2a0873e,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,74202,True,True,han,74382,21ic.com;acl2020.org;arxiv.org;deloitte.com;horace.io;intc.com;www2.deloitte.com;yassouali.github.io
2609,39133ff8417a6e173b85a48d220819bfac8325831916c368,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,2369,True,False,latin_or_other,63166,
2614,478c142b6a1663f1ebe8b776cbbf8428484aa798ad66938f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,91697,acatoday.org;alexandertechnique.com;anatomytrains.com;feldenkrais.com;foundationtraining.com;franklinmethodonline.com;gyrotonic.com;healthline.com;lumobodytech.com;mayoclinic.org;nianow.com;npr.org;painfreeposturehandbook.com;painmed.org;pilatesstudiocity.com
2616,3df5bcab8f139d18083ba9eeca4922bbebbc8c18e1c383ee,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,77,True,False,latin_or_other,80669,penguin.com;us.penguingroup.com
2619,4a4f3795b30a071388e4db8e9e19058aab1b8c063d663ac8,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,57572,True,False,latin_or_other,58747,lccn.loc.gov
2621,875b8ad5ea327d7935d51402d71c9d2409579ce6ceadc0bb,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,417,True,False,latin_or_other,30782,
2622,06b3b62c1f1f7db135de3a6c6bc31a9df2027ca7d09059db,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,479,True,False,latin_or_other,38100,tor-forge.com
2625,c0b5405bdc2f9c4f2f81bdddb0b9eee57e2c3cb3b11489bd,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,28898,True,False,latin_or_other,29114,facebook.com;github.com;google.com;twitter.com
2629,3c009087bbf0c185413f3d6ccda853493c45559613bc8d64,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,14566,True,False,latin_or_other,18906,oss.maxcdn.com
2639,b339817ea2bb7bc3f1b75fadc65c2887daf35dfa47760c40,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,143,True,False,latin_or_other,37786,
2647,bcf3a039faca6c9aa38e3e70e16716290d55c26edf22b0bc,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,229,True,True,latin_or_other,243849,accessiblesociety.org;ascd.org.department;atia.org;censo2010.ibge.go.br;doi.org;donjohnston.com;echo.unm.edu;echo.unm.edu.edyburn;fcc.gov;gtec.at;ies.ed.gov;joe.org;journals.sagepub.com;journals.sagepub.com.murchland;mj.gov.br;nces.ed.gov;ncscpartners.org;pewglobal.org;planalto.gov.br;qsrinternational.com;section508.gov;tamcec.org;un.org;uwyo.edu;wareable.com;wcc.gatech.edu;who.int
2656,0defc459f8765f06903fe1ab3cc47964a4c405700b8ba9dc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,420,True,False,latin_or_other,51880,
2662,225407da38fea95564918c16b285da2b783935f24750bae6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,581,True,False,latin_or_other,57029,
2675,fcca95e2b85c885352a8f20d616b00ec62835f0fac811f09,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,18616,True,False,latin_or_other,51083,
2676,1d6d04753db3b74d73bdccc494c578a7da54ef56a9f96067,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,12409,True,False,latin_or_other,33507,academic.oup.com;ameraucanabreedersclub.org;amerpoultryassn.com;doi.org;showameraucanas.com
2688,696435abc62db72174952a7452466122412c70a76a6e50e5,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1155,True,False,latin_or_other,117664,sevenstories.com;sunshineproject.org
2691,41a6bfd74c113bf6171501cd27901074c1800394efb1bf97,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,16700,True,True,han,57038,
2696,c5e075f378f3b3aa36149efbb7e2ca9d0ff57869f109e38a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,85387,True,False,latin_or_other,88410,bclm.co.uk;beamish.org.uk;blackpooltransport.com;bradfordmuseums.org;britishtramsonline.co.uk;britishtrolley.org.uk;culturenl.co.uk;douglashorsetramway.net;eatransportmuseum.co.uk;edinburghtrams.com;glasgowlife.org.uk;gmts.co.uk;greatormetramway.co.uk;gtm.org.uk;hampshireculturaltrust.org.uk;heatonparktramway.org.uk;ipswichtransportmuseum.co.uk;lrta.org;ltmuseum.co.uk;manxelectricrailway.co.uk;metrolink.co.uk;mtps.co.uk;nexus.org.uk;nmni.com;nxbus.co.uk;sandtoft.org.uk;shirebooks.co.uk;supertram.net;swanseamuseum.co.uk;tfl.gov.uk;thetram.net;tram.co.uk;tramwayinfo.com;volkselectricrailway.co.uk
2705,ab58a771078b599eafd99cb29cf120c63958e96c9aaf94b3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,416,True,False,latin_or_other,85625,pupress.princeton.edu
2707,54b9811b9d63df24b9cedb9247d8c130d389a23e83455557,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,913,True,False,latin_or_other,46114,
2710,5c715a384bb93ed6d03e855dc0fbf5e4af025d11f755bcc2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,84208,True,False,latin_or_other,85075,authors.simonandschuster.com;simonandschuster.com;simonspeakers.com
2719,21a19cd8d161b1a05721ea7dad79252300548ef5ec4868c2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1167,True,False,latin_or_other,32846,headofzeus.com
2720,bfc3d5a8fea622f069d1121853000883c4faebeae6c7d133,books/literary/publisher,mixed_restrictive_and_open_or_public,True,False,True,False,True,572,True,False,latin_or_other,64730,pgdp.net
2743,d53bcc10eaf2a1a3c8701dbffe96287084f9dcc62a20d3a9,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,580,True,False,latin_or_other,62956,bit.ly;castgallery.org;citrusmoon.com.au;cyclingsouth.org;facebook.com;fleurtys.com.au;grousehobart.tumblr.com;hammerandhand.com.au;hideseek.com.au;psma.com.au;recyclibrary.tumblr.com;resourcetipshop.com;sashikodesign.com;statecinema.com.au;tasfarmgate.com.au;theatreroyal.com.au;themillonmorrison.com.au;tmag.tas.gov.au;woodysskatecentre.com.au;writtenontea.com
2751,ff546cbd77d4d746f875a6be7b8fe41cd966d6e3cc70e35f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2958,True,False,latin_or_other,52231,coppercanyonpress.org
2752,ef4661bfa89d58a7918fea5d4f5f75636f41f8d9e594e913,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,83904,True,False,latin_or_other,87073,baltimorestreetcar.org;ct-trolley.org;dctrolley.org;easttroyrr.org;ectma.org;irm.org;nps.gov;oerm.org;pa-trolley.org;rockhilltrolley.org;sftm.org;shirebooks.co.uk;shorelinetrolley.org;trolleymuseum.org;wrm.org
2755,3154931c07c4f0533793b51bdac9650c8f9bb8339d751623,manual/technical documentation,explicit_restrictive_notice,True,False,False,False,True,87,True,True,han,88847,abb.com;sac-china.com
2765,2024e7480d9c47e9290bf0db6f7bd33009cc791d3d8ff693,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,212,True,False,latin_or_other,97080,cchunterbooks.com;stmartins.com;us.macmillanusa.com
2771,0bcb637dcb02b2839fb65174bde7dfd68fffcf8cb4c10430,corporate/financial/ESG,mixed_restrictive_and_open_or_public,True,False,True,False,True,15794,True,False,han,29350,zhglb.com
2774,4d1458aa351715910b54d56a740d1f644eb4b1c43bae8e1f,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,31773,True,True,latin_or_other,32584,cegta.net;facebook.com;fonts.googleapis.com;g.page;wa.me;web.whatsapp.com
2782,87bc236ca186520385593293770588be5ee115fc8c89b46e,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,29972,True,False,latin_or_other,173961,byd.com;escn.com.cn;hkexnews.hk;recall.org.cn;szse.cn
2783,4382b7d2a2c8d5fe9129e468d04b2636e1dabc4cbe8da84f,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13106,True,False,latin_or_other,25463,alonshrestha.com.np;fonts.googleapis.com;google-analytics.com;ssl.gstatic.com;stechalon.com;twitter.com
2787,2bd0313521d79ce5204d36d7b3a171a28adb10268565c50f,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15734,True,True,latin_or_other,44037,sourceware.org;zfsonlinux.org
2793,b06b7b0b2fe11db8f18d02540f405e1ef3e88e014f52fef0,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,144877,False,False,latin_or_other,228640,apa.org;apapracticecentral.org;cudcp.us;cudcp.wildapricot.org;deanofstudents.uncg.edu;drmargaretbarnes.com;fia.dept.uncg.edu;grs.uncg.edu;integrity.uncg.edu;its.uncg.edu;locator.apa.org;mentalhealthgso.com;ncpsychologyboard.org;northcarolina.edu;ods.dept.uncg.edu;oma.uncg.edu;policy.uncg.edu;psy.uncg.edu;recwell.uncg.edu;sa.uncg.edu;search.apa.org;shs.uncg.edu;sites.google.com;triadpsychiatricandcounseling.com;trustinsurance.com;uncg.edu;uncg.smartcatalogiq.com
2805,88089bfc735a90beb1a2678073ff0d1ce569bd95eb76e06f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1232,True,False,latin_or_other,102979,
2813,7c201d3b7149b80740b1776b7664453174c0bb7c9cc65e6c,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,480,True,False,latin_or_other,81997,arcadiapublishing.com;imagesofamerica.com
2820,89902c5d649cf460a2707251b3920eb6b0fa531ff2c09762,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3631,True,True,latin_or_other,34423,
2823,1417788bff0f3eaaad7d72708db84c43b8141ada564fa8f6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,50546,True,False,latin_or_other,51862,panmacmillan.com;picador.com
2824,aef09aa77e55676216daa3461b085b559fbb5e8666f2b0fc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,435,True,False,latin_or_other,89857,harpercollins.ca;harpercollins.co.in;harpercollins.co.nz;harpercollins.co.uk;harpercollins.com;harpercollins.com.au;harpercollinschildrens.com
2827,9155182115230e59f09dbe327b96e2198bae221bdb398c51,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,597,True,False,latin_or_other,36924,
2837,498600b4f2b572a0a0dbff4e4bfdb9ade1e8a0d7370f7be9,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,4344,True,False,latin_or_other,229147,ada.gov;adagreatlakes.orgu;adr.org;ala-apa.org;ala.org;doj.state.wi.us;dol.gov;dpi.wi.gov;gab.wi.gov;imls.gov;legis.state.wi.us;legis.wisconsin.gov;michigan.gov;nlrb.gov;olc.org;pld.dpi.wi.gov;senate.gov;usdoj.gov;werc.wi.gov;wla.wisconsinlibraries.org
2843,54ef37ec9bd93b1acde37a1c100250b40032ae779a48e110,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3310,True,True,latin_or_other,67299,
2844,a9fa1c34a69457e75b7993d88e7c21fce4662265e5d60c57,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,41471,True,False,latin_or_other,42162,
2852,637f9695d7b33734d5d9abb8f5987258f27071d30b2518f0,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,501,True,False,latin_or_other,42543,authortracker.com;dangutman.com;harpercollinsebooks.ca;harpercollinsebooks.co.nz;harpercollinsebooks.co.uk;harpercollinsebooks.com;harpercollinsebooks.com.au;jimpaillot.com
2857,fb7f7c66e005906c47646d0e0530c344c988504d8f50dee8,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,97119,True,True,latin_or_other,222410,asha.org;hhs.gov;professional.asha.org
2859,a7e5e85a76f86c353f92068b112a8b34e1b1bd1497af5e53,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,4239,True,False,latin_or_other,24725,apacheignite.readme.io;drive.google.com;ignite.apache.org
2863,1e1064b03f147ec7f8c990d3faa69d450fe865d2d093acce,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,524,True,True,latin_or_other,37696,
2872,6cbaf3bb4e455e2b7feff84851842a2e545ffee24bc2e67d,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,329,True,False,latin_or_other,93429,scholastic.co.uk
2877,e08c060e3fefa5767af74b0ed4cafb811204c65b9cd704ab,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,42709,True,False,latin_or_other,43380,beacon.org
2882,e43ffe32474be25988265eaafb8a2e7f908d2c01955bed0e,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,18273,True,False,latin_or_other,81827,doi.org;oritsivansgroup.weebly.com;sthda.com
2884,659a6789d5326dc97324bc4e5acece53e5942cd0e278ed8d,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,103,True,False,latin_or_other,112537,airqualitynju.com;atmos-chem-phys.net;data.stats.gov.cn;due.esrin.esa.int;earthdata.nasa.gov;escience.gov.cn;ready.arl.noaa.gov;zhb.gov.cn
2893,29439fc0360f89cf936a9db9d2f1b71eba42715901a403ac,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,37273,True,False,latin_or_other,42387,
2905,605e76013108430a3d2b580377b8f4e036fc042714873b55,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,42340,True,False,latin_or_other,42504,rainrfid.org
2918,11911f52e74ec9ec19315a54545c30be8d837f63153cfe6e,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,17032,True,False,latin_or_other,110893,
2920,f54bed3efc8d99f1e625d9a158159240d91ee8afc919013b,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,398,True,False,han,66383,bayarea.gov.hk;gbm.hsbc.com;gs1hk.org;home.kpmg;home.kpmg.com;research.hktdc.com
2926,4b3a8efa7425d94875347a737cb312e0c10a60c7acabf807,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,35525,True,False,latin_or_other,40536,fonts.googleapis.com;google.com;themes.3rdwavemedia.com;w.soundcloud.com;youtube.com
2931,e0742709a6425ac9a211e3c7d8b42dad9f2b63adf4dfcb73,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,125,True,False,latin_or_other,111912,hanshi.com;periplus.com;tuttle.co.jp;tuttlepublishing.com
2943,bdb4ebc5ab583bbe49b38fd6241e1a90bceb5312fd59ee8e,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,43852,True,False,latin_or_other,44373,data.consilium.europa.eu;esma.europa.eu;eur-lex.europa.eu;gov.uk;iosco.org;mofo.com;twitter.com
2956,bf3516cfcc187b373db4efe3a1175409619984d31ba8c5b2,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15274,True,False,han,24122,qg777.com
